,title,link,image,author,discount,publisher,pubdate,isbn,description
1,블랙홀강남 아파트나라,https://search.shopping.naver.com/book/catalog/32483098633,https://shopping-phinf.pstatic.net/main_3248309/32483098633.20221019142737.jpg,진희선,19800,한경사,20220117,9788968443954,『블랙홀강남 아파트나라』는 저자 진희선이 펴낸 부동산에 대해 다룬 도서입니다. 기초적이고 전반적인 내용을 확인할 수 있도록 구성했습니다.
2,한방에 끝내는 재개발/재건축 중개 비법,https://search.shopping.naver.com/book/catalog/41737130623,https://shopping-phinf.pstatic.net/main_4173713/41737130623.20231121082404.jpg,최명자,0,아이러브북,20230725,9791192644929,"재개발/재건축 입주권 중개실무에서
꼭 필요한 정보만 실었습니다.

어디에도 없고 누가 가르쳐주지 않는
공인중개사를 위한 찐 맞춤책 !!!
이 한권으로 99% 입주권 중개실무를 완성합니다

군더더기 없는 찐 중개실무기법으로 구성 !!"
3,토지 투자 비밀 과외 (스스로 사고파는 상위 1%),https://search.shopping.naver.com/book/catalog/35911940635,https://shopping-phinf.pstatic.net/main_3591194/35911940635.20230718121602.jpg,박규남,17460,매일경제신문사,20230116,9791164844845,"지금부터는 토지 투자가 대세!

지은이는 ‘땅 투자 타이밍 10단계 불변의 법칙’을 이야기하며, 토지 투자를 알기 쉽게 설명한다. 땅 투자에 성공하려면 땅값이 만들어지는 10단계를 반드시 알아야 한다고 말한다. 주식이나 아파트는 가격의 흐름이 오르락내리락 할 수 있지만, 땅은 오르는 시기가 되면 오르고, 멈추는 시기가 오면 멈추기 때문이다. 
10단계를 자세하게 살펴보면, 먼저 1~2단계는 중개업소가 생기기 시작한다. 3단계는 개발계획의 발표로 땅값이 본격적으로 상승한다. 4단계는 사업계획이 확정되고 중개업소들이 우후죽순 생긴다. 5단계는 개발계획 확정과 동시에 땅값이 수직 상승한다. 6단계는 착공과 동시에 폭등한다. 7단계는 인구 유입으로 단기 임대주택의 수요가 증가한다. 8단계는 보유와 매도를 신중히 저울질해야 한다. 9단계는 상업지역이 오른 다음, 건물과 땅값이 떨어지기 시작한다. 10단계는 땅값이 안정화된다. 이 책은 이러한 10단계의 흐름을 기본적으로 알고, 어떤 땅을 사야 할지, 좋은 땅을 최고로 싸게 사는 법은 무엇인지, 잘 팔리는 땅은 어떻게 만들어야 하는지 등 실전 땅 투자를 소개한다. 부자로 가는 길은 먼 곳에 있지 않다. 토지 매매로 부자의 대열에 합류하자!

실전 땅 투자를 위한 필수 지침서

새만금, 안성, 천안 등 2023년 투자 유망지역이 소개되어 있으며, 초보자들도 이해하기 쉽도록 토지 투자를 실전적으로 안내하는 이 책은 총 8개의 파트로 구성되어 있다. 파트 1에서는 우선 땅 투자를 시작하기 전에 마인드부터 장착하라고 말하고, 파트 2에서는 땅 투자에 실패하는 원인을 분석한다. 파트 3부터 5까지는 실전 땅 투자를 소개한다. 파트 6에서는 잘 팔리는 땅 만드는 법을 알려주고, 파트 7에서는 땅을 매도하는 전략을 안내한다. 파트 8에서는 토지 매매업을 하라고 제안하며, 부자로 가는 지름길로 인도한다. 
돈이 부족하다는 핑계, 땅값이 안 오르거나 잘 안 팔리면 어쩌지 하는 걱정 등으로 많은 사람이 땅 투자로 가는 길을 애초에 차단한다. 하지만 땅은 하루라도 빨리 사서 팔아보는 경험을 하는 게 중요하다. 그래야 부자가 되는 길이 열린다. 아파트, 상가보다 땅이 투자하기 좋은 이유는 땅이 유한한 자원이기 때문이다. 우리나라는 인구에 비해 땅의 면적이 상대적으로 좁다. 그만큼 투자 가치가 높고, 수익도 크게 낼 수 있는 것이 땅이다. 땅만큼 매력적인 투자처는 없다. 부동산 투자, 특히 땅 투자는 시간 싸움이다. 얼마나 오래 버티고, 또 버티느냐에 따라 투자 승패가 갈린다. 따라서 보다 극대화된 효과를 노리려면 한 살이라도 젊을 때 투자하는 것이 좋다. 이 책을 통해 부자로 향하는 지름길에 탑승하자!"
4,최신 부동산개발론: 이론과 실무 (제4차 산업혁명과 코로나19 이후를 대비한),https://search.shopping.naver.com/book/catalog/38314731627,https://shopping-phinf.pstatic.net/main_3831473/38314731627.20230920071537.jpg,윤영식,32200,박영사,20230228,9791130316758,"「최신 부동산개발론」의 내용에는 그동안 개정된 수많은 개발관련 법·제도들을 수정하고 보완하여 다음과 같은 부분에 중점을 두어 집필 하고자 노력하였다.

첫째, 지금까지의 부동산개발사업은 오프라인에서 이어졌기 때문에 무엇보다도 물리적 공간을 중시하는 입지가 중요하였는데 제4차 산업혁명과 코로나19로 인해 물리적 공간을 초월하여 온라인공간과 디지털공간으로 이동함에 따라 이에 대응하고자 입지의 중요성을 축소하고 수요자의 니즈에 부합하는 다양한 콘텐츠와 독창적인 아이디어를 활용하는 트렌드에 맞는 개발사업을 할 수 있도록 내용을 보완하고 수정하였다. 그리고 불확실성시대 부동산개발사업에서 무엇보다도 중요한 것이 개발시점 포착이나 리스크를 줄이기 위해 장·단기 개발사업을 분류하고 각 사업별 시행시기를 결정하고자 타이밍이라고 하는 글로벌 및 국내 거시환경 분석을 좀 더 철저히 실시하였다. 이런 3가지를 중점으로 해서 제4차 산업혁명과 코로나19로 인한 개발환경변화와 개발업자의 개발전략이란 제목으로 제1장의 맨 처음 한 절을 할애하여 상세히 기술하였다.
둘째, 부동산의 개발사업을 성공적으로 추진하기 위해서는 무엇보다도 기초적이고 필수적인 지식인 부동산특성과 부동산의 특성이 부동산개발사업에 미치는 영향을 새로운 스마트 개발환경과 트렌드에 맞게 보완하여 설명하였다.
셋째, 부동산개발사업의 일반적 절차에서 개발업자의 역할과 단계별 개발업무와 참여자들의 역할을 설명하였다. 그리고 제4차 산업혁명과 코로나19 이후 개발 환경변화에서 새롭게 등장한 입지의 중요성 감소, 앞으로 구매력이 강한 MZ세대들의 트렌드, 개발의 거시적 환경변화 등을 고려하여 극대의 수익률을 위해 리스크를 극소화하고자 하는 디벨로퍼들에게 도움을 주는 데 역점을 주었다.
넷째, 부동산개발관련 필요지식을 기술하고 이들의 활용방법을 제3장에서 부동산의 융복합화, 프롭테크 활용 등 스마트환경에서 새로운 최근 트렌드에 맞게 제시함으로써 초보 디벨로퍼들까지도 쉽게 이론적 필요지식을 부동산개발 실무에 적용할 수 있도록 노력하였다.
다섯째, 부동산개발사업의 추진여부에 대해 최종 의사결정에 영향을 미치는 부동산개발사업타당성 분석을 제4장에서 스마트환경과 최근 트렌드에 맞게 설명하였다.
여섯째, 최근 부동산개발업의 현황과 당면과제를 제5장에서 제4차 산업혁명과 코로나19이후 개발환경의 변화에 맞추어 제시하고 이를 통하여 선진국형 개발사업 방식을 참고하여 개발사업을 추진할 수 있도록 노력하였다.
일곱째, 부동산정책과 역사적 조망을 통하여 우리나라 부동산개발 역사를 제6장에서 조명하고 이를 통해 국가는 기간별 부동산정책의 장·단점을 고찰함으로써 시사점을 발견하고 앞으로 올바른 부동산정책을 수립하는 데 도움이 될 수 있도록 하였으며, 민간개발업자들은 부동산 정책 실패 사례로부터 교훈을 얻고 보다 성숙하고 선진국형 디벨로퍼가 될 수 있도록 도움을 주고자 하였다."
5,"나는 경매로 1년 만에 인생을 역전했다 (29억 자산가 환경미화원의 월 1,000만 원 현금흐름 만드는 소액 부동산 전략)",https://search.shopping.naver.com/book/catalog/37524800620,https://shopping-phinf.pstatic.net/main_3752480/37524800620.20230926085000.jpg,구범준,18000,길벗,20230210,9791140703128,"밑바닥 인생만 살던 환경미화원은 어떻게 
3년 만에 현금흐름 월 1,000만 원을 만들어낼 수 있었을까?

《나는 경매로 1년 만에 인생을 역전했다》는 인생에서 불행한 일만 연속이었던 한 30대 남자가 경매를 통해 29억 원 자산가로 다시 태어나기까지의 과정을 상세히 다뤘다. 현직 환경미화원인 그는 매일 새벽 쓰레기를 줍고, 퇴근 후에는 경매장을 오가며 하루도 빠짐없이 경매 투자에 매진했다. 그 결과 1년 만에 빌라 9채를 낙찰받아 매달 직장인 월급만큼의 월세를 받게 됐고, 3년 만에 부동산 13채를 소유하며 목표했던 현금흐름 월 1,000만 원을 달성했다. 

‘29억 자산가 환경미화원’이라는 타이틀로 유튜브, 뉴스 등 온갖 매체에서 화제가 된 그는 수억 원의 종잣돈 없이도, 날카로운 분석력 없이도 경매로 월 1,000만 원의 현금흐름을 만들 수 있다는 것을 몸소 입증했다. 사실 부동산 초보자들은 어려운 용어, 복잡한 권리분석, 두려운 명도 등의 이유로 경매를 선뜻 시작하지 못한다. 그러나 이 책에서는 누구나 경매에 쉽게 접근할 수 있도록 최대한 단순하고 명확하게 정리해 경매의 높은 허들을 낮췄다. 저자의 투자 경험담을 읽다 보면 경매를 처음 접하는 사람들도 ‘나도 할 수 있을 것 같다’는 생각이 자연스럽게 든다. 제2의 월급 통장을 꿈꾸는 직장인이라면, 조금 더 여유로운 가계 운용을 계획하는 가정주부라면, 새로운 투자처를 모색하는 투자자라면 경매를 시작하는데 도움이 될 것이다."
6,"연방토지취득을 위한 통일감정평기준(UASFLA, 2016) (연방사업시행자토지취득협의회)",https://search.shopping.naver.com/book/catalog/38835795621,https://shopping-phinf.pstatic.net/main_3883579/38835795621.20230920071502.jpg,The Appraisal Foundation,39600,한국감정평가사협회,20230228,9788985149921,"옐로우북 한국어판은 ▲서문 ▲개요 ▲감정평가의 시행 ▲감정평가 보고 ▲감정평가 검토 ▲감정평가기준의 법적 기반 ▲참고자료 ▲인용목록 ▲국문 및 영문 색인으로 구성되어 있다. 원문을 볼 때 참고할 수 있도록 영문 색인을 함께 제공하고 있는 것이 특징이다.
부록으로 ▲감정평가서 문서화 체크리스트 ▲전체취득을 위한 감정평가서 추천 양식 ▲부분취득을 위한 감정평가서 추천 양식 ▲공익사업 감정평가서 추천 양식 등을 수록하고 있다."
7,부동산 유치원(큰글씨책) (어른살이를 위한 진짜 교양),https://search.shopping.naver.com/book/catalog/32465690725,https://shopping-phinf.pstatic.net/main_3246569/32465690725.20230711113401.jpg,하선^효연,25650,예문,20211116,9788956594224,"2034의 부동산 공부는 달라야 한다!
평생 집 살 마음 없어도 서른 전에 반드시 배워야 할 생존 교양

- 알아야 당하지 않는 기본 교양부터, 10년 후 당신의 인생을 바꿀 부동산 비밀 과외까지

이 책은 부동산 ‘투자’에 관한 책이 아니다. 과거 어른 세대는 ‘부동산’ 하면 투자를 떠올렸지만, 오늘날 2034 청년 세대는 ‘부동산’ 하면 박탈감과 걱정이 먼저 떠오른다. 그래서 부동산 = 투자를 떠올리는 사람들과 부동산 = 걱정을 떠올리는 청년 세대의 부동산 공부는 달라야 한다. 
이 책은 사회에서 살아남기 위한 생존 상식, 냉혹한 현실 속 어른살이를 위한 기본 교양으로써 ‘부동산 공부’를 정의한다. 당하지 않고 자산을 지키며 권리를 주장하는 법부터 기획력을 바탕으로 향후 투자 안목을 키우는 법까지, 사회인으로서 살아가기 위해 반드시 알아야 할 부동산 교양을 쉽고 재미있게 설명하는 책이다."
8,"아파트밖에 모르던 황 과장, 빌라 한 채 값으로 건물주 되다(큰글씨책) (마흔 살 직장인의 인생을 완전히 바꾼 부동산 부자 되기 액션 플랜)",https://search.shopping.naver.com/book/catalog/32456274648,https://shopping-phinf.pstatic.net/main_3245627/32456274648.20230620095625.jpg,황성태^효연^하선,31350,예문,20211116,9788956594170,"“서울에 집 한 채 없던 내가 강남에 등기를 치다니…!”
마흔 살 평범한 가장의 인생을 바꿔놓은 부동산 부자 수업

부를 만드는 파이프라인, 부동산 개발.
비법을 알면 수익의 속도와 차원이 달라진다!
당신을 건물주로 만들어줄 〈아는 사람만 아는 부동산 사업 설명서〉

진작 서울에 아파트 한 채 못 사놓은 것이 한이 된 평범한 사십 대 가장,  황 과장은 어떻게 반년 만에 부동산 사업가가 될 수 있었을까? 부동산이라고는 아파트밖에 몰랐던 황 과장을 새로운 투자의 세계로 안내해준 아주 특별한 개인 과외! 지금 이 순간에도 밀레니얼 부동산 사업가들을 부자로 만들어주고 있는 ‘소형 수익형 부동산 개발’ 비법과 노하우를 공개한다. 
반드시 성공할 수밖에 없는 사업지를 찾는 전략, 원가 및 수익률을 분석하는 법, 가치를 극대화하는 남다른 노하우, 금융구조와 자금 조달을 위한 사업계획서 작성법 등 부동산 개발 사업의 핵심 포인트들을 한 권에 정리했다. 실제로 원가 및 사업 타당성 분석에 사용하는 엑셀 항목 구성, 심사를 통과한 사업계획서, 공동투자를 위한 약정서 예시 등을 공개하여 초보자도 쉽게 참고할 수 있다. 실화에 기반, 탄탄한 구성의 재미있는 소설을 읽다 보면 어느새 당신은 건물주가 될 핵심 지식과 사업가 마인드를 갖게 될 것이다."
9,대한민국 부동산 트렌드 (서울시 부시장이 말하는),https://search.shopping.naver.com/book/catalog/32486056143,https://shopping-phinf.pstatic.net/main_3248605/32486056143.20221019145204.jpg,진희선,18000,행복에너지,20211101,9791156029304,"1987년 기술고등고시에 합격하여 공직의 길에 들어선 후 2020년에 서울시 행정2부시장으로 퇴임하기까지 32년간 서울시에 몸담았던 진희선 교수는 이 책 『서울시 부시장이 말하는 대한민국 부동산 트렌드』를 통해 부동산의 근본적 속성, 정부의 부동산 정책이 항상 실패하는 것처럼 보이는 이유, 부동산 가격을 예측할 수 없는 원인 등을 날카롭게 분석하면서 정부가 앞으로 세워야 할 장기적인 부동산 정책과 내집마련을 목표로 하는 사람들이 알아햐 할 부동산 트렌드에 대해 무릎을 칠 만한 명쾌한 인사이트를 제공한다."
0,부동산중개 경영의 길 (사무실 입지 결정부터 개업 공인중개사 실무까지 총망라),https://search.shopping.naver.com/book/catalog/38221749618,https://shopping-phinf.pstatic.net/main_3822174/38221749618.20230404163446.jpg,공재옥,26100,북랩,20230224,9791168367388,"실행하지 않으면 아무런 가치가 없다!

현직 부동산중개 전문가가 제시하는
개업 공인중개사들이 나아가야 할 정도(正道)!

개업 공인중사들의 필수 코스!
사무실 입지 결정부터 개업 공인중개사 실무까지 총망라!

이 책은 저자가 20여 년간 현장을 발로 뛰며 경험한 모든 과정과 노하우를 체계적으로 기술한 결정체이다. 사무실 입지를 결정하는 것에서부터 인테리어, 책상배치, 직원채용, 직원교육, 물건작업 방법, 광고방법, 고객과의 협상방법, 계약서 해설과 계약 종류별 특약, 개업 공인중개사의 재테크 파트너인 경매(공매)실무, 부동산중개 세무와 재무관리부터 기업으로 성장하는 방법까지 저자가 배우고 경험한 모든 디테일한 이론과 실무를 다루었다.
그는 2001년 12월 ㈜포시즌컨설팅 여의도점에 입사하여 45일 만에 여의도점 매출 1위를 기록하며 “부동산의 신”으로 불렸으며, 지금도 세계 최대의 부동산회사를 만드는 계획을 하나씩 하나씩 실천하며 그 길을 가고 있다. 이 책도 직원들이 부동산 중개업자로서 성공할 수 있도록 이끌기 위한 직원교육용 자료들에 이론적인 내용을 보완하여 재구성한 것으로 저자의 계획 중 하나이다.
저자는 이렇게 말한다. “우리는 세계 최대의 GBRE그룹보다 더 크고 윤리적이며 탄탄한 기업을 만들 것입니다. 그 목표를 위하여 우리는 한 발씩 그 길을 가고 있으며 우리 세대에 다 이루지 못한다면 다음 세대가 이어갈 것입니다. 우리의 의지는 확고합니다.”"
1,땅 투자 100계명 (돈의 흐름을 예측하는 부동산 바이블),https://search.shopping.naver.com/book/catalog/32443381016,https://shopping-phinf.pstatic.net/main_3244338/32443381016.20230207163119.jpg,박홍기,17820,바른북스,20210726,9791165454425,"실패하지 않는 부동산 투자
돈의 흐름을 예측하는 부동산 바이블 『땅 투자 100계명』

★★★★★ 제5차 국토종합계획 지역별 분석·요약
★★★★★ 실전 중심으로 정리한 땅 투자 원칙 100계명 수록
★★★★★ 부동산 흐름 파악을 위해 반드시 읽어야 할 책!

부동산 시장의 역사를 되짚어 보고, 현주소를 파악하며 미래를 정리한 전망서 『땅 투자 100계명』. 구독자 14만 명, 누적 조회수 1억5천만 회를 이룩한 YouTube 「도봉박홍기」의 박홍기 경제 전문가가 네 번째 책으로 찾아왔다. 저자는 부동산 불패 신화만을 믿고 무조건 투자하는 것은 패가망신의 지름길이며 앞으로의 부동산 투자는 그 땅의 역사와 정책의 변화, 국제 경쟁력 등 시대적 흐름을 잘 파악하고, 미래의 개발 가능성을 앞서 볼 수 있는 혜안이 필요하다고 말한다.
이 책은 국제금융, 주식, 부동산 등 경제 분야 전반에 걸쳐 오랫동안 강의해 온 저자가 지금까지 쏟아져 나왔던 우리나라의 부동산 정책과 땅값 상승 추이를 분석하여 부동산 투자에 대한 아낌없는 조언을 제시한다."
2,"가로주택 소규모재건축·재개발, 자율주택 정비사업 실무 (법무법인강산이 알려주는)",https://search.shopping.naver.com/book/catalog/32463158628,https://shopping-phinf.pstatic.net/main_3246315/32463158628.20230919125436.jpg,법무법인 강산^김은유^임승택^김태원,45000,파워에셋,20211001,9791189287122,"○ 이 책은 “가로주택. 소규모재건축·재개발, 자율주택정비사업”에 대한 종합해설서임
○ 「빈집 및 소규모주택 정비에 관한 특례법」 종합해설서임

이 책은 한마디로 설명하면 “자율주택정비사업, 가로주택정비사업, 소규모재건축사업, 소규모재개발사업”을 규율하는 「빈집 및 소규모주택 정비에 관한 특례법」(이하 ‘소규모주택정비법’이라고 약칭한다)에 대한 종합해설서이다.  

「도시 및 주거환경정비법」에 의해 대규모 시행되는 재건축·재개발사업 대신에 소규모로 재건축·재개발사업을 하기 위해 마련된 것이 소규모주택정비사업이다. 

2021. 7. 20. 소규모재개발사업과 관리지역 제도가 신설되었다. 

소규모주택정비사업 투자자, 조합원, 조합임원, 시공자, 정비사업전문관리업자, 기타 관계자가 꼭 알아야 할 소규모주택정비사업의 문제점 및 해결방안을 담고 있다."
3,아파트 평당 3억원 시대가 온다,https://search.shopping.naver.com/book/catalog/37103943623,https://shopping-phinf.pstatic.net/main_3710394/37103943623.20230313183524.jpg,윤주선,16920,박영사,20230112,9791130316406,"본서에서 다루는 내용은 ‘서울 집값, 진단과 처방’의 후속편이라고도 할 수 있다. 앞의 책이 지난 70여 년 동안 많은 국민이, 너무도 크게 정치인들과 이에 편승한 전문가들에 의해 속았다는 내용이었다면, 본서는 어떤 부분들이 그들에 의해 호도되었는지를 하나씩 설명한 것이다.
시장 참여자는 손해를 보지 않기 위해서, 시장경기가 오르막을 탈 때와 내리막을 탈 때를 잘 구별해야 한다. 본서에서는 오름과 내림의 신호 체계를 알기 쉽게 설명했다. 12가지 서술적 논리와 5가지 과학적 근거, 그리고 그것으로 부족해서 7가지의 핵심 영향인자를 기술했다. 내용이 반복되거나 겹치는 부분도 있지만, 이것은 독자의 이해를 돕기 위한 나름의 기술 방법이니 살펴서 이해하시길 바란다."
4,빚으로 지은 집 (가계 부채는 왜 위험한가),https://search.shopping.naver.com/book/catalog/32494101266,https://shopping-phinf.pstatic.net/main_3249410/32494101266.20221227203942.jpg,아티프 미안^아미르 수피,13500,열린책들,20141030,9788932916798,"가계 부채가 세계 경제를 위협한다!

오늘날 세계경제는 왜 심각한 불황들이 발생하는가? 이런 위기들을 미연에 방지할 수 있는 방법은 없을까? 『빚으로 지은 집』은 대공황과 대침체, 나아가 현재 유럽의 경제 위기까지도 엄청난 규모로 늘어난 가계 부채가 소비 지출의 급락을 초래하며 일어난 일임을 실증적인 데이터를 통해 증명한다. 가계 부채가 어떻게 세계 경제를 지속적으로 위험에 빠뜨리고 있는지를 분석하며, 금융 시스템을 혁신하기 위해서는 무엇을 해야 하는지를 밝힌다. 

장기 불황은 과도하게 누적된 가계 부채가 주로 한계 소비 성향이 높은 저소득층의 주택 압류를 불러오면서 시작된다. 이는 소비 지출의 급감, 즉 총수요의 감소로 이어지고, 다시 생산의 감소와 대규모 실업을 일으킨다. 《채무자 섬》에서 주택 가격의 폭락이 발생했을 때 부채가 없던 《채권자 섬》도 결국 높은 실업률로 고통받을 수밖에 없음을 예로 들어 이해하기 쉽게 설명한다. 저자들은 이러한 소비 주도 불황을 극복하기에는 기존의 재정 정책과 통화 정책에는 한계가 있으며 가계 부채를 줄여 소비를 진작시키는 것만이 해결책이 될 수 있다고 주장한다."
5,"지역주택조합의 진실(2021) (법무법인 강산이 알려주는, 2021년 개정판)",https://search.shopping.naver.com/book/catalog/32473111893,https://shopping-phinf.pstatic.net/main_3247311/32473111893.20230919123203.jpg,법무법인 강산^김은유^임승택^김태원,36000,파워에셋,20210720,9791189287115,"〈지역주택조합에 대한 실무 종합해설서〉
 지역주택조합이 과열양상이다. 이러한 지역주택조합은 사실 매우 위험하다. 처음 제시하는 분양가는 주변보다 저렴하지만 그게 지켜지는 경우는 거의 없다. 조합이 파산하여 그동안 납부한 돈을 전부 떼이는 경우도 있다. 이 책은 이러한 지역주택조합 사업에 대한 종합해설서이다. 
 
 2019년과 2020년 주택법이 개정되면서, 지역주택조합의 경우 조합원 모집신고를 하려면 50% 사용권한을 확보하여야 하고, 조합설립인가를 신청하려면 80%의 사용권한과 15%의 소유권을 확보하여야 하고, 이를 투명하게 공개하여야 한다. 따라서 어느 정도 개선된 것은 사실이나, 아직도 갈 길이 멀다. 

 이 책은 저자들의 27년간 실무경험을 토대로 집필된 것으로,  ① 국내 최초로 지역주택조합의 법률문제를 전문변호사 입장에서 종합적으로 해설한 책이고, ② 2021. 7. 1.까지 관련법률 개정 내용 및 관련 판례를 반영하였다. 

 지역주택조합사업은 내가 주인이다. 즉, 내가 사업을 하는 것이다. 따라서 이익이 나면 내가 갖고, 손실이 나면 내가 부담하는 것이다. 시공사나 대행사가 아파트를 주는 것이 아니다. 그리고 한번 가입하면 탈퇴도 거의 불가하다. 자격상실이 되면 탈퇴가 가능하나, 이 경우 그동안 납입한 분담금을 돌려  받기가 어렵다. 죽으나 사나 끝까지 책임을 져야 하는 것이다. 그런데 서민들은 잘 모른다. 따라서 조합규약, 대행계약, 시공계약 등을 대행사에게 의존하면서 불리하게 작성된다. 

 처음에 제시한 아파트 공급가격이 지켜지는 경우는 거의 없다. 즉, 대부분 추가부담금을 내야 하는 것이다. 그것도 얼마나 더 내야 할지도 모른다. 

 이런 상황인데도 조합가입 예정자, 조합원, 대행사, 시공사 등 지역주택조합 관련자들을 위한 법적 실무 지침서도 없다. 

 이 책은 무주택자들이 지역주택조합에 가입하기 전에 꼭 알아야 할 사항을 서술하였으며, 나아가 가입을 한 이후에는 조합원으로서의 권리·의무를 이해하여 올바른 사업진행에 도움을 주고자 하였으며, 나아가 대행사나 시공자 등 관계자들도 주택조합 사업을 제대로 진행하는데 일조하고자 집필된 것이다."
6,신의 재테크 GPL 아파트 담보대출로 매일매일 돈 벌어주는 남자,https://search.shopping.naver.com/book/catalog/33159512621,https://shopping-phinf.pstatic.net/main_3315951/33159512621.20230620100853.jpg,이상준,16200,매일경제신문사,20220630,9791164844227,"금융 기관 31년 경력, GPL로
연봉 10억 원 주인공이 안내하는 탐나는 재테크!

이상준 박사는 금융기관에서 31년간 근무했고, 지점장으로 조기 명예퇴직했다. 연봉 10억 원 수입을 발생시키는 플랫폼과 실전 투자금 10억 원 이상 GPL 투자, 그리고 다양한 NPL 경·공매로 매월 빌딩주만큼의 수입을 발생시키고 있다. 
GPL은 금융기관의 2순위 근저당권 채권으로 매입 후 고율의 이자(연 14% 이상)를 받다가 1순위 대위변제로 수익을 얻거나 처음부터 2순위 후순위 대출에 투자하면서 연 20~24%까지 수익을 얻는 방법이다. GPL 투자는 아파트만 위주로 담보 취득하기 때문에 뚜렷한 권리분석이나 임장활동을 하지 않아도 된다. KB 국민 시세와 국세청 실거래가 조회로 시세파악이 되고, 동종 지역 물건의 아파트 매각가율로 권리분석이 되기 때문이다. GPL 후순위 담보대출 전에 국세, 지방세 완납증명서, 전입세대열람확인서, 지방세 세목별과세증명원, 신용정보활용동의서, 대위변제신청서, 대위변제동의서 등 필요 서류를 받고, 선순위 임차인과 당해세 체납이 없다는 사실을 확인 후 대출이 이뤄지기 때문에 고수익은 물론, 안전한 투자 방법이다. 돈 걱정 없이 자신의 꿈과 희망을 찾아 안정된 노후를 꿈꾼다면 이 책을 읽자!"
7,"흙수저 루저, 부동산 경매로 금수저 되다 (500만 원 종잣돈으로 3년 안에 10억 만드는 가장 현실적인 방법)",https://search.shopping.naver.com/book/catalog/35484901639,https://shopping-phinf.pstatic.net/main_3548490/35484901639.20230404161746.jpg,김상준,16200,매경출판,20221125,9791164844876,"“변경된 부동산 정책을 그대로 반영한 2023년 최신판”

부동산 경매 결코 어렵지 않다! 
20대 흙수저 루저 김상준이 30대 성공한 자산가가 되기까지 생존 필살기

무일푼이었던 저자가 부동산 경매로 성공하기까지 실제 경험을 바탕으로 실질적이고 구체적인 방법을 담고 있는 책이다. 실전에 막 뛰어든 사람이라면 법이나 용어, 협상, 위험 부담, 시간 관리 등 큰 산처럼 느껴지는 장애물에 부딪치기 마련이다. 그는 소중한 팁을 하나하나 풀어내며 마치 다마고치 키우듯이 부동산 경매의 A부터 Z까지 조목조목 이해시켜준다. 부동산 경매는 공력을 들인 만큼 수익을 얻어가는 정직한 구조를 갖고 있다. 규칙을 정하고 꼼꼼히 체크하면 무조건 이기는 재테크다. 바쁜 직장인들도 본업에 충실하면서 서브잡으로 쏠쏠한 수익을 올릴 수 있는 것이 부동산 경매다. 더 이상 부동산 경매로 성공한 사람을 부러워만 하지 말고 이 책을 통해 지금 시작해보라."
8,대한민국 부동산 경매의 정석 (‘나홀로경매’를 꿈꾸는 이들의 진정한 ‘멘토’),https://search.shopping.naver.com/book/catalog/36975834624,https://shopping-phinf.pstatic.net/main_3697583/36975834624.20230313183954.jpg,이운택,19800,미래와경영,20230215,9788962872286,"부동산 경매가 어렵다는 편견을 버리자!

부동산 경매에 입문하려는 사람들은 누구나 제대로 경매를 배우고 싶어 합니다. 법원에서 진행하는 경매는 부동산 취득 방법 중 가장 저렴하며 투명하고 합법적이기 때문입니다. 하지만 민사집행법 등 어려운 법률과 알쏭달쏭 부동산은 재테크 의욕을 꺾어 버립니다.
그럼 부동산 경매를 쉽게 할 수는 없을까? 
각종 권리분석을 위해 각종 법률을 공부해야 하고, 돈 되는 물건을 찾기 위해서 부동산을 바라보는 혜안을 길러야 하는데 절대로 하루아침에 이루어지지 않습니다. 법률적 지식을 완벽히 습득했다 하더라도 수익이 나는 부동산을 고르지 못한다면 아무 소용이 없습니다. 부동산 전문가라 할지라도 복잡한 각종 권리관계를 풀어내지 못한다면 ‘그림의 떡’에 불과합니다. 
이렇듯 부동산 경매는 권리분석을 위한 법률적 지식과 수익을 위한 부동산이라는 ‘두 마리의 토끼’를 잡는 게임입니다.
저자가 경험한 부동산 경매 25년의 세월 속에서 체험한 ‘정말 쉽게 하는 경매’로 ‘나홀로경매’를 꿈꾸는 이 시대의 주인들에게 진정한 ‘멘토’가 되리라 확신합니다.
이 책은 경매를 처음 시작하는 분들에게 경매를 어떻게 할 것인가를 제시하고 그 방법을 쉽게 알려주는 데 초점이 맞춰져 있습니다. 어떤 물건을 어떻게 분석해야 돈이 되는지를 경험하고픈 분들에게 꼭 필요하며, 이 책에서 설명하는 경매 방법 및 그 과정을 따라 함으로써 돈 버는 방법을 터득할 수 있습니다. 아울러, 저자가 경험한 수많은 경매를 통하여 돈이 되는 물건과 고생만 하고 돈이 되지 않는 물건의 차이가 무엇인지, 입찰해야 할 물건과 입찰하면 안 되는 물건은 무엇인지를 알려드립니다. 
수많은 경매 서적이 나름대로 방법을 제시하고 있지만, 경매 초보자가 알기에는 너무 어렵습니다. 본서를 한 페이지 한 페이지 읽다 보면 스스로 할 수 있다는 자신감과 도전의식이 싹트고 부동산 경매로 재테크의 고수가 되는 자신의 모습을 발견할 것입니다."
